town,id,firm,retailer,fascia,store_name,add_one,add_two,locality,postcode,long_wgs,lat_wgs,bng_e,bng_n,pqi,open_date,close_date,size_band,size_sqft,size_sqm,rev,emp
London,1010003869,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys London Wimbledon Broadway Local,120 The Broadway,,Wimbledon,SW19 1RH,-0.200189842,51.41945537,525245.56,170474.31,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003870,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Wandsworth Southfields Station Local,256 Wimbledon Park Road,,Southfields,SW19 6NL,-0.20715284,51.4444548,524693.4,173242.46,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003871,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Wandsworth Merton Road Local,400 Durnsford Road,,Wimbledon Park,SW19 8DZ,-0.197757057,51.43905495,525361.1,172658,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003872,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Westminster Gatliff Road Local,1 Gatliff Road,,Pimlico,SW1W 8QN,-0.150681225,51.488154,528494.97,178199.5,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003873,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Victoria Coach Station Local,14-20 Elizabeth Street,,Belgravia,SW1W 9RB,-0.149304322,51.49314498,528576.53,178756.93,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003874,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Victoria Place Local,115 Buckingham Palace Road,,Victoria,SW1W 9SJ,-0.145508443,51.49395387,528837.75,178853.55,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003875,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Raynes Park Worple Road Local,213-215 Worple Road,Raynes Park,Cottenham Park,SW20 8QY,-0.229755186,51.41055548,523213.8,169434.54,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003876,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Brixton Hill Local,266-270 Brixton Hill,,Streatham Hill,SW2 1HP,-0.124521551,51.44695498,530428.43,173664.26,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003877,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Brixton Lambert Road Local,76 Brixton Hill,,Brixton,SW2 1QW,-0.119538591,51.45535483,530750.7,174607.22,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003878,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Streatham Hill Local,47a Streatham Hill,,Streatham Hill,SW2 4TS,-0.125117422,51.44055502,530405.24,172951.51,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003879,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Brompton Road Local,Moreau House,112-120 Brompton Road,Knightsbridge,SW3 1JJ,-0.164877107,51.49915381,527478.76,179397.92,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003880,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Sloane Avenue Local,75 Sloane Avenue,,South Kensington,SW3 3DH,-0.166083924,51.49225395,527414.22,178628.53,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003881,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Clapham Old Town Local,53 Old Town,Clapham,Clapham,SW4 0JQ,-0.140881291,51.46365492,529244.5,175492.36,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003882,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Clapham High Street Local,33 Clapham High Street,,Clapham,SW4 7TP,-0.131325424,51.46415452,529906.85,175564.81,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003883,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Clapham Park Kings Avenue Local,2 Mullins Place,Clapham,Clapham Park,SW4 8EU,-0.131072366,51.44945487,529966.14,173930.62,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003884,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Clapham Abbeville Road Local,36-38 Abbeville Road,,Clapham Park,SW4 9NG,-0.139856265,51.45425473,529342.25,174448.84,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003885,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Earls Court Local,162-164 Earls Court Road,,Earls Court,SW5 9QQ,-0.195203422,51.49375378,525388.67,178745.08,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003886,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Fulham Landridge Road Local,915-921 Fulham Road,,Fulham,SW6 5HU,-0.208909034,51.47275427,524494.4,176386.48,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003887,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Fulham Darlan Road Local,582 Fulham Road,,Fulham,SW6 5NT,-0.201624239,51.47785409,524986.39,176966,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003888,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Lambeth Vauxhall Station Local,7-11 South Lambeth Place,,Vauxhall,SW8 1SP,-0.123735784,51.48565416,530372.77,177969.11,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003889,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Wandsworth Road Local,646-650 Wandsworth Road,,Clapham,SW8 3SB,-0.150337081,51.4664545,528579.82,175787.05,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003890,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Lambeth Brixton Road Local,379 Brixton Road,,Brixton,SW9 7DE,-0.113996783,51.46435464,531109.94,175617.92,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003891,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Brixton Station Local,425 Brixton Road,,Brixton,SW9 8HE,-0.114797818,51.46275461,531058.88,175438.56,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003892,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Stockwell Clapham Road Local,314-318 Clapham Road,,Stockwell,SW9 9AE,-0.125218684,51.47045246,530313.1,176276,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003932,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Hampton Hill Local,68-78 High Street,Hampton Hill,Hampton Hill,TW12 1NH,-0.35580095,51.42675477,514407.69,171031.8,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003935,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Twickenham The Green Local,32-38 The Green,Twickenham,Twickenham,TW2 5AB,-0.341530197,51.44465453,515354.73,173044.7,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003936,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Hounslow Staines Road Local,279 Staines Road,,Hounslow West,TW4 5AL,-0.378531676,51.4653539,512732.45,175289.03,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003937,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Brentford Kew Bridge Road Local,"Unit 9, 8 Kew Bridge Road",,Brentford,TW8 0ES,-0.288128593,51.48865372,518951.35,178022.99,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003938,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Brentford Great West Quarter Local,"Unit 1, Burgoyne House",Ealing Road,Brentford,TW8 0GB,-0.302876343,51.4906536,517922.33,178221.55,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003939,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Richmond Station Local,27D-27E The Quadrant,,Richmond,TW9 1DN,-0.302078081,51.46285423,518049.43,175131.4,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003940,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys West Drayton Garden Village Local,Unit 5 Hampstead House,2 Spring Promenade,West Drayton,UB7 9GL,-0.458816172,51.50458508,507063.94,179531.42,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003941,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Ladbroke Grove Station Local,161-165 Ladbroke Grove,,Ladbroke Grove,W10 6HJ,-0.21050534,51.51785322,524260.94,181398.97,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003942,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Shepherds Bush Bloemfontein Road Local,Janet Adegoke Centre,Bloemfontein Road,White City,W12 7DH,-0.235197978,51.5109809,522566.19,180593.13,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003943,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Shepherds Bush Local,164 Uxbridge Road,,Shepherd's Bush,W12 8AA,-0.224083862,51.50525349,523352.86,179974.87,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003944,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Hammersmith Goldhawk Road Station Local,54 Goldhawk Road,Shepherds Bush,Shepherd's Bush,W12 8HA,-0.227068789,51.50245354,523153.25,179658.48,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003945,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys London Askew Road Local,167-181 Askew Road,,Shepherd's Bush,W12 9AX,-0.241079584,51.50175356,522182.72,179557.18,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003946,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Ealing Northfields Local,227 Northfield Avenue,,Northfields,W13 9QU,-0.314978086,51.50005343,517058.14,179247.46,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003947,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Kensington Addison Road Local,346 Kensington High Street,,Kensington,W14 8NS,-0.205067337,51.4971537,524694.68,179106.33,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003948,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Hammersmith North End Crescent Local,3 North End Crescent,,West Kensington,W14 8TG,-0.207300161,51.49225387,524553.04,178557.65,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003950,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Mayfair,38 Stratton Street,,Mayfair,W1J 8LT,-0.143443497,51.50805366,528941.32,180425.13,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003951,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Tottenham Court Road,15-17 Tottenham Court Road,,Fitzrovia,W1T 1BJ,-0.131387816,51.51735345,529751.51,181480.59,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003952,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Mortimer Street Local,29-35 Mortimer Street,,Fitzrovia,W1T 3JG,-0.138592717,51.51815342,529249.37,181556.81,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003953,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Oxford Circus Berners St Local,1 Berners Street,,Fitzrovia,W1T 3LA,-0.135909654,51.5162535,529440.9,181350.27,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003954,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Warren Street Local,145 Tottenham Court Road,,Fitzrovia,W1T 7NE,-0.137382702,51.52435333,529315.77,182248.4,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003955,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Great Portland Street Local,202 Great Portland Street,,Fitzrovia,W1W 5QQ,-0.143384495,51.52195334,528906.2,181970.93,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003956,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Westminster Edgware Road Local,318-324 Edgware Road,,Lisson Grove,W2 1DY,-0.170668949,51.52065332,527017,181778.69,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003957,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Paddington Station Local,Station Concourse,Paddington Station,Paddington,W2 1HB,-0.176825854,51.51585341,526603.16,181234.26,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003958,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Sheldon Square Local,12a Sheldon Square,,Paddington,W2 1HB,-0.179819814,51.51905329,526386.58,181584.93,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003959,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys London Queensway Local,75 Queensway,,Bayswater,W2 4RA,-0.187825668,51.51215343,525850.15,180803.85,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003960,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Westminster Queensway North Local,169 Queensway,,Bayswater,W2 4SB,-0.188585631,51.51554939,525788.07,181180.19,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003961,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Westbourne Grove Local,86-94 Westbourne Grove,,Royal Oak,W2 5RT,-0.193563594,51.51535342,525443.22,181149.86,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003962,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Acton Churchfield Road Local,61-63 Churchfield Road,,Acton,W3 6AY,-0.266322179,51.50855339,520412.85,180271.56,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003963,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Ealing Acton Town Station Local,14-16 Gunnersbury Lane,,South Acton,W3 8HR,-0.282001827,51.50215341,519341.47,179534.19,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003964,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Chiswick Local,120 Chiswick High Road,,Turnham Green,W4 1PU,-0.252333309,51.49295376,521425.02,178559.89,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003965,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Ealing Broadway Local,30-33 The Broadway,,Ealing,W5 2NP,-0.302211505,51.51405311,517908.13,180824.78,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003966,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Ealing Common Uxbridge Road Local,437b Uxbridge Road,,Acton,W5 3NW,-0.28760575,51.50995323,518932.24,180392.46,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003967,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys South Ealing Local,35-39 South Ealing Road,,Ealing,W5 4QT,-0.306629192,51.50225339,517631.96,179505.48,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003968,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Hammersmith and Fulham Poplar Grove Local,48-50 Shepherds Bush Road,,Shepherd's Bush,W6 7PH,-0.222300888,51.50114257,523487.7,179520.72,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003969,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Hammersmith Local,179-183 Fulham Palace Road,,Hammersmith,W6 8QZ,-0.219774855,51.48465401,523707.61,177691.38,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003970,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Hammersmith King Street Local,383 King Street,,Ravenscourt Park,W6 9NJ,-0.24358248,51.49335367,522031.42,178618.9,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003971,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys London Boston Manor Local,Boston Road,,Hanwell,W7 2DG,-0.325578958,51.49695336,516330.24,178885.83,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003972,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Kensington Church Street Local,61-65 Kensington Church Street,,Kensington,W8 4BA,-0.193547465,51.50415361,525475.08,179904.42,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003973,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Westbourne Park Harrow Road Local,478 Harrow Road,,Maida Hill,W9 3RU,-0.200957935,51.52411409,524906.2223,182111.4487,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003981,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Bloomsbury Southampton Row Local,Victoria House,Southampton Row,Bloomsbury,WC1B 4DA,-0.121827026,51.51935346,530409.13,181719.98,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003982,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Bloomsbury Brunswick Centre Local,Unit 5 Brunswick Centre,,Bloomsbury,WC1N 1BS,-0.12317594,51.52380135,530302.86,182212.2,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
London,1010003983,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Mid City Place Local,71 High Holborn,,Holborn,WC1V 6EA,-0.115879025,51.51815352,530825.22,181597.15,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003984,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Holborn,129-133 Kingsway,,Holborn,WC2B 6NH,-0.120612017,51.51745348,530498.85,181510.86,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003985,Sainsburys,Sainsburys,Sainsburys Local,Sainsburys Westminster The Strand Local,36-37 Strand,,Charing Cross,WC2N 5HY,-0.123955788,51.50915368,530290.52,180581.94,Rooftop geocoded by Geolytix,0,0,"< 3,013 ft2 (280m2)","Less than 3,013",Less than 280,19513966.48,131
